year,0
1960,11.290334466006616
1961,12.029793597707025
1962,11.600815474503205
1963,12.369443199835167
1964,11.750819239383532
1965,12.401513344350114
1966,12.017689192676283
1967,12.551581231314525
1968,12.572796593792628
1969,12.154958253090843
1970,12.425866004555715
1971,12.059300871921966
1972,12.085432600675533
1973,11.92930245881377
1974,12.381141788144394
1975,12.310591972678695
1976,12.899993687262427
1977,12.675422073128694
1978,13.963827939861538
1979,14.067295660868492
1980,14.025938926329195
1981,13.772243082004934
1982,8.335771965082495
1983,14.004500493273408
1984,13.912943762784302
1985,14.18254258068017
1986,13.549381041191628
1987,10.731132153127893
1988,13.830230797794295
1989,13.834266968621304
1990,14.252471283248035
1991,13.693163367350355
1992,13.856127437339627
1993,13.742676615558594
1994,14.367264643634455
1995,14.025951842022103
1996,13.71048828633106
1997,13.747632633526218
1998,13.505753299638334
1999,13.6220276278046
2000,14.031305252277022
2001,14.237952128544674
2002,13.58641228643237
2003,13.355896318926902
2004,13.815448578618245
2005,13.4346937749484
2006,13.789079630843805
2007,13.596695850972035
2008,13.551015901342101
2009,13.266685818315054
2010,13.369689520647373
2011,13.216551373080339
2012,13.358048836239437
2013,13.406475841477906
2014,13.133260545764728
2015,12.703408838110445
2016,12.86087453743758
2017,12.9288967395598
2018,12.51445605388933
2019,12.78131858786565
2020,12.750600931186806
2021,13.62874054912643
2022,13.319569081295317
2023,13.421419714791359
2024,13.753591851524265
